goodreads_book_id,tag_id,count
1078,30672,31
1078,25191,31
1078,11780,31
1078,11644,31
1078,11557,30
1078,2312,30
1078,11643,30
1078,10644,29
1078,5481,29
1078,11765,29
1078,20774,28
1078,32586,28
1078,420,27
1078,11978,26
1078,3231,26
1078,7023,26
1078,10155,26
1078,25011,25
1078,30635,24
1078,3232,24
1078,206,24
1078,24626,23
1103,30574,136892
1103,14487,3432
1103,11743,2442
1103,8717,1876
1103,11557,1720
1103,4949,1526
1103,7009,764
1103,14467,600
1103,3216,345
1103,5207,335
1103,5051,307
1103,22743,247
1103,1642,231
1103,1659,223
1103,3218,198
1103,12600,181
1103,4959,175
1103,22034,155
1103,32686,148
1103,6750,128
1103,4985,127
1103,18045,125
1103,8656,119
1103,14552,112
1103,17213,104
1103,3371,100
1103,4968,99
1103,18367,97
1103,3389,96
1103,18271,95
1103,22753,94
1103,21989,85
1103,3392,83
1103,30521,78
1103,12948,76
1103,7016,76
1103,27535,75
1103,8067,74
1103,3232,74
1103,18326,71
1103,8055,69
1103,7852,69
1103,9886,68
1103,25147,68
1103,7023,61
1103,11590,58
1103,11505,58
1103,20849,55
1103,3231,55
1103,10197,54
1103,8683,54
1103,11780,53
1103,20824,51
1103,2104,50
1103,509,50
1103,15169,49
1103,14539,48
1103,22689,47
1103,32586,47
1103,11978,47
1103,26138,46
1103,11497,45
1103,10210,45
1103,25148,44
1103,20622,43
1103,11221,42
1103,3228,42
1103,20774,41
1103,3379,41
1103,1416,41
1103,30672,40
1103,25150,35
1103,26735,35
1103,9221,34
1103,2928,34
1103,18318,33
1103,25149,33
1103,25506,33
1103,9484,33
1103,4965,33
1103,32099,32
1103,14461,32
1103,25146,32
1103,3225,32
1103,12280,32
1103,4958,31
1103,4967,31
1103,25145,30
1103,25144,30
1103,4971,29
1103,9477,29
1103,25630,29
1103,1128,28
1103,3377,28
1103,15698,28
1103,33114,27
1103,14764,27
1103,11643,27
1103,11644,27
1103,12283,27
1848,30574,30310
1848,8717,1505
1848,4605,709
1848,11557,585
1848,21689,520
1848,21773,373
1848,14552,317
1848,7009,286
1848,3216,237
1848,11743,206
1848,14467,191
1848,14487,164
1848,22743,163
1848,19733,160
1848,4949,155
1848,3611,142
1848,240,138
1848,5207,119
1848,19742,119
1848,11590,111
1848,4594,107
1848,4615,104
1848,3218,89
1848,236,83
1848,7016,80
1848,9221,64
1848,251,63
1848,30521,61
1848,23931,51
1848,17213,50
1848,22753,49
1848,5051,48
1848,18045,47
1848,8656,46
1848,7457,42
1848,1642,41
1848,22034,40
1848,7884,40
1848,923,37
1848,261,37
1848,32686,37
1848,19738,37
1848,3232,36
1848,18367,35
1848,4611,34
1848,7027,34
1848,32130,33
1848,10644,31
1848,248,31
1848,4587,31
1848,8683,31
1848,8055,30
1848,254,30
1848,4985,29
1848,15169,26
1848,20849,26
1848,32586,26
1848,21989,25
1848,4561,25
1848,3231,25
1848,3392,24
1848,4568,24
1848,8678,24
1848,9484,23
1848,26735,22
1848,31155,22
1848,1416,22
1848,3596,22
1848,14445,22
1848,7025,22
1848,20774,21
1848,3389,21
1848,33777,21
1848,11665,21
1848,4600,21
1848,2928,21
1848,11247,21
1848,3358,20
1848,30755,20
1848,11644,20
1848,27535,19
1848,7026,19
1848,22689,18
1848,10197,18
1848,31505,18
1848,22330,18
1848,10155,18
1848,272,17
1848,19524,17
1848,23909,17
1848,8346,17
1848,11497,16
1848,3371,16
1848,5481,16
1848,31265,16
1848,3230,16
1848,11579,15
1848,11643,15
1848,19749,15
1848,10093,14
1898,30574,21613
1898,21689,1345
1898,8717,1309
1898,11557,581
1898,21773,547
1898,1691,312
1898,19733,277
1898,31155,208
1898,4605,187
1898,14552,130
1898,22743,119
1898,3389,107
1898,18045,106
1898,19742,88
1898,3371,86
1898,5207,84
1898,29045,83
1898,11590,79
1898,20539,79
1898,19738,74
1898,30521,71
1898,4949,71
1898,28422,61
1898,25152,55
1898,25151,55
1898,30358,53
1898,4615,51
1898,9221,48
1898,30755,47
1898,3611,47
1898,21195,46
1898,31265,45
1898,31264,45
1898,27535,44
1898,1669,43
1898,3392,42
1898,16588,42
1898,20537,40
1898,11978,39
1898,22597,37
1898,1668,37
1898,4594,36
1898,7526,36
1898,28420,35
1898,25114,34
1898,29076,33
1898,3358,33
1898,12315,33
1898,22596,33
1898,7457,32
1898,22689,32
1898,17213,32
1898,30756,32
1898,10977,32
1898,25506,31
1898,21739,31
1898,22753,30
1898,22545,30
1898,32586,30
1898,3377,30
1898,5481,29
1898,8055,28
1898,3379,28
1898,24997,28
1898,4587,27
1898,4611,27
1898,9546,27
1898,4600,26
1898,25242,26
1898,1642,25
1898,24999,25
1898,1416,24
1898,487,24
1898,3216,24
1898,32477,24
1898,20604,24
1898,10197,23
1898,4959,23
1898,14445,23
1898,14405,23
1898,21327,23
1898,24960,22
1898,20824,22
1898,14064,22
1898,3616,22
1898,10210,21
1898,14370,21
1898,21123,21
1898,20540,21
1898,20774,20
1898,20849,20
1898,18054,20
1898,24995,20
1898,31186,20
1898,31159,20
1898,25153,19
1898,4596,19
1898,4607,19
1898,12955,19
1898,16651,18
2517,30574,27830
2517,8717,3191
2517,11743,893
2517,14487,515
2517,11557,379
2517,20939,233
2517,31324,199
2517,22743,161
2517,18367,145
2517,22034,120
2517,31325,111
2517,31331,101
2517,19961,98
2517,14467,93
2517,2938,89
2517,21989,87
2517,5207,82
2517,21656,81
2517,21662,79
2517,1416,75
2517,8055,71
2517,4949,70
2517,14552,66
2517,18326,63
2517,22753,55
2517,9221,54
2517,18045,53
2517,31505,53
2517,7457,45
2517,31133,44
2517,22507,43
2517,30521,42
2517,3216,42
2517,8517,34
2517,21660,33
2517,20849,32
2517,9477,31
2517,15858,31
2517,15888,31
2517,32586,30
2517,9484,30
2517,20774,29
2517,31140,29
2517,11590,28
2517,18318,28
2517,5051,28
2517,10197,27
2517,2928,25
2517,15424,25
2517,8067,24
2517,32799,24
2517,21665,22
2517,15169,21
2517,17213,21
2517,30672,21
2517,923,21
2517,25647,21
2517,12869,21
2517,21374,21
2517,31141,19
2517,350,19
2517,32798,19
2517,10644,18
2517,12948,18
2517,23471,18
2517,22912,17
2517,31330,17
2517,26126,16
2517,5105,16
2517,19524,16
2517,487,16
2517,2931,16
2517,20288,15
2517,8656,15
2517,3389,14
2517,14064,14
2517,30358,14
2517,3392,13
2517,3371,13
2517,20994,13
2517,10093,13
2517,20926,13
2517,18292,13
2517,22330,13
2517,3218,13
2517,21664,13
2517,31405,13
2517,27535,12
2517,18919,12
2517,7404,12
2517,10210,12
2517,8346,12
2517,11497,11
2517,941,11
2517,9336,11
2517,10932,11
2517,3027,11
2517,21659,11
2517,31326,11
2517,22577,11
2879,30574,1608
2879,19052,1201
2879,4755,104
2879,13561,40
2879,8717,39
2879,19165,38
2879,11305,24
2879,25223,24
2879,11557,22
2879,7778,22
2879,27705,22
2879,1540,21
2879,19141,21
2879,11743,20
2879,22743,19
2879,2593,19
2879,22973,16
2879,29011,16
2879,5207,15
2879,1691,15
2879,9221,14
2879,13547,13
2879,27644,12
2879,27723,11
2879,27199,9
2879,1542,9
2879,19103,9
2879,27646,9
2879,7739,8
2879,27618,8
2879,7824,7
2879,16205,7
2879,30490,7
2879,18886,6
2879,9886,6
2879,19083,6
2879,19102,6
2879,13575,6
2879,33114,5
2879,7725,5
2879,19160,5
2879,19064,5
2879,16203,5
2879,32989,4
2879,11590,4
2879,15169,4
2879,29452,4
2879,18045,4
2879,19071,4
2879,15362,4
2879,13555,4
2879,13141,4
2879,19150,4
2879,22753,3
2879,1128,3
2879,25150,3
2879,25153,3
2879,18054,3
2879,10093,3
2879,25148,3
2879,1078,3
2879,5481,3
2879,9147,3
2879,7787,3
2879,25146,3
2879,14821,3
2879,19109,3
2879,7806,3
2879,7746,3
2879,25093,3
2879,25226,3
2879,13570,3
2879,19093,3
2879,25152,2
2879,17213,2
2879,27556,2
2879,14764,2
2879,1642,2
2879,26735,2
2879,32080,2
2879,27699,2
2879,13528,2
2879,13565,2
2879,19068,2
2879,7921,2
2879,19078,2
2879,31965,2
2879,28951,2
2879,831,2
2879,20405,2
2879,7829,2
2879,3216,2
2879,19343,2
2879,28340,2
2879,19166,2
2879,19173,2
2879,19100,2
2879,9153,2
2879,2594,2
2879,28166,2
2978,8717,382
2978,30574,351
2978,7404,83
2978,5207,45
2978,18367,43
2978,22034,37
2978,31155,37
2978,14487,32
2978,4949,30
2978,3216,29
2978,9221,27
2978,21989,26
2978,17213,24
2978,30410,24
2978,26837,20
2978,5751,16
2978,18045,16
2978,12948,16
2978,10644,15
2978,26771,15
2978,31667,15
2978,20849,14
2978,7009,14
2978,30521,13
2978,923,13
2978,23471,13
2978,26785,12
2978,7423,12
2978,1659,12
2978,420,12
2978,11590,11
2978,24960,11
2978,22689,11
2978,18326,11
2978,10197,10
2978,11776,10
2978,27460,10
2978,11743,9
2978,1642,9
2978,32586,9
2978,10210,9
2978,20282,9
2978,28384,9
2978,10059,9
2978,7417,9
2978,16081,9
2978,2104,8
2978,5776,8
2978,10064,8
2978,11798,8
2978,1153,8
2978,31669,8
2978,20288,7
2978,18919,7
2978,26735,7
2978,28300,7
2978,25647,7
2978,31668,7
2978,33114,6
2978,7457,6
2978,15169,6
2978,20939,6
2978,18318,6
2978,30358,6
2978,11557,5
2978,20774,5
2978,11370,5
2978,3392,5
2978,22973,5
2978,25152,5
2978,3371,5
2978,26897,5
2978,27556,5
2978,9886,5
2978,30672,5
2978,7478,5
2978,25114,5
2978,11978,5
2978,26894,5
2978,27398,5
2978,22345,5
2978,28341,5
2978,1711,5
2978,18613,5
2978,33801,5
2978,5775,5
2978,3218,5
2978,6521,5
2978,27535,4
2978,25150,4
2978,30573,4
2978,20279,4
2978,18054,4
2978,3358,4
2978,251,4
2978,25191,4
2978,1709,4
2978,1416,4
2978,31156,4
2978,33800,4
3446,30574,5648
3446,11743,354
3446,8717,228
3446,32130,150
3446,11557,94
3446,14487,88
3446,31883,79
3446,22743,45
3446,18367,45
3446,21152,39
3446,31885,38
3446,7457,37
3446,14467,33
3446,308,32
3446,5207,30
3446,22034,25
3446,20047,24
3446,26735,23
3446,27139,23
3446,2313,22
3446,14552,21
3446,18326,20
3446,4949,20
3446,12948,14
3446,8067,13
3446,21156,13
3446,22753,11
3446,2277,11
3446,18045,10
3446,2312,10
3446,3216,10
3446,9221,9
3446,21989,9
3446,18318,9
3446,20288,9
3446,923,9
3446,21153,9
3446,27138,9
3446,1416,8
3446,2759,8
3446,21229,8
3446,1691,7
3446,1659,7
3446,18292,7
3446,3950,7
3446,30521,6
3446,8055,6
3446,2294,6
3446,18919,6
3446,30672,6
3446,14370,6
3446,11834,6
3446,7668,6
3446,461,6
3446,11798,6
3446,20053,6
3446,32138,6
3446,32147,6
3446,11305,5
3446,15169,5
3446,27535,5
3446,30573,5
3446,14764,5
3446,1642,5
3446,21689,5
3446,31535,5
3446,30440,5
3446,20849,4
3446,5090,4
3446,18990,4
3446,32586,4
3446,10210,4
3446,26740,4
3446,12452,4
3446,9477,4
3446,25146,4
3446,25145,4
3446,21157,4
3446,32152,4
3446,32142,4
3446,31881,4
3446,310,4
3446,22131,4
3446,14934,4
3446,11497,3
3446,25151,3
3446,14064,3
3446,30635,3
3446,28964,3
3446,8921,3
3446,25379,3
3446,14461,3
3446,29037,3
3446,15378,3
3446,25110,3
3446,22707,3
3446,18301,3
3446,21151,3
3446,25417,3
3446,309,3
3698,11743,1204
3698,7457,568
3698,8717,553
3698,11557,305
3698,14487,260
3698,32130,219
3698,31883,193
3698,18367,175
3698,240,144
3698,22743,121
3698,30574,116
3698,7404,114
3698,22034,102
3698,3216,101
3698,5751,98
3698,236,89
3698,5207,75
3698,14552,69
3698,1137,67
3698,4949,66
3698,21989,65
3698,18326,57
3698,13507,54
3698,9221,53
3698,923,52
3698,10644,50
3698,18045,49
3698,10866,48
3698,14467,47
3698,251,47
3698,30521,44
3698,442,41
3698,22753,40
3698,28466,39
3698,12948,34
3698,5776,34
3698,20282,32
3698,254,32
3698,248,31
3698,20939,30
3698,23931,30
3698,11590,27
3698,32586,27
3698,261,26
3698,7417,26
3698,10658,26
3698,30358,25
3698,31885,25
3698,30672,24
3698,5775,24
3698,3392,23
3698,7423,23
3698,28203,23
3698,18292,21
3698,13671,21
3698,18318,20
3698,272,20
3698,5746,20
3698,7693,20
3698,1659,19
3698,31155,19
3698,10641,18
3698,3389,17
3698,8067,17
3698,26735,17
3698,5051,17
3698,3371,16
3698,8055,16
3698,1642,16
3698,12315,16
3698,23909,16
3698,31430,16
3698,11798,15
3698,20774,14
3698,9886,14
3698,20288,14
3698,31557,14
3698,7631,14
3698,20849,13
3698,5090,13
3698,10197,13
3698,25167,13
3698,20279,13
3698,27656,13
3698,2313,12
3698,8517,12
3698,25149,12
3698,25114,12
3698,1416,12
3698,11834,12
3698,15169,11
3698,25152,11
3698,22689,11
3698,2277,11
3698,7478,11
3698,267,11
3698,4985,11
3698,25146,11
3698,20302,11
3698,25000,10
3858,30574,3880
3858,31155,399
3858,8717,320
3858,15453,206
3858,21689,186
3858,19733,95
3858,21773,66
3858,11557,40
3858,19742,39
3858,25647,33
3858,4605,32
3858,11743,27
3858,3216,27
3858,5207,20
3858,1691,19
3858,31186,18
3858,22743,16
3858,4949,16
3858,28384,16
3858,15048,15
3858,3465,15
3858,3611,12
3858,31190,11
3858,31175,11
3858,9221,10
3858,31162,10
3858,12680,10
3858,15067,10
3858,15461,10
3858,4615,9
3858,1416,9
3858,22034,8
3858,8683,8
3858,5870,8
3858,3371,7
3858,32586,7
3858,5051,7
3858,8656,7
3858,2928,7
3858,33095,7
3858,11590,6
3858,22753,6
3858,15169,6
3858,3389,6
3858,20849,6
3858,30521,6
3858,31191,6
3858,4568,6
3858,31173,6
3858,10644,5
3858,18045,5
3858,615,5
3858,3377,5
3858,32686,5
3858,8055,4
3858,10210,4
3858,32077,4
3858,25506,4
3858,31192,4
3858,25822,4
3858,4594,4
3858,4561,4
3858,4611,4
3858,32099,4
3858,28341,4
3858,11644,4
3858,3467,4
3858,19749,4
3858,3461,4
3858,16680,4
3858,14423,4
3858,20774,3
3858,3392,3
3858,22689,3
3858,27535,3
3858,22352,3
3858,25147,3
3858,3358,3
3858,24997,3
3858,25148,3
3858,19524,3
3858,31188,3
3858,1709,3
3858,31156,3
3858,28052,3
3858,5481,3
3858,7725,3
3858,15392,3
3858,14408,3
3858,25146,3
3858,30768,3
3858,15468,3
3858,15858,3
3858,32724,3
3858,15698,3
3858,18187,3
3858,20873,3
3858,31174,3
3858,31176,3
3858,2912,3
4214,30574,11658
4214,11305,2012
4214,4949,1547
4214,8717,1458
4214,1691,1325
4214,7457,1251
4214,8055,1021
4214,18367,799
4214,22034,775
4214,11590,728
4214,15453,658
4214,23471,634
4214,8067,583
4214,33114,540
4214,18919,536
4214,22753,521
4214,2580,509
4214,17213,499
4214,1659,476
4214,11743,472
4214,240,469
4214,6184,461
4214,12948,456
4214,18326,455
4214,25647,443
4214,1642,434
4214,29045,424
4214,21989,415
4214,18045,370
4214,5051,368
4214,1416,355
4214,3389,341
4214,11557,338
4214,26735,338
4214,30521,334
4214,3392,286
4214,5066,282
4214,236,272
4214,9221,269
4214,20774,259
4214,20849,250
4214,9477,235
4214,28384,234
4214,3371,230
4214,2104,225
4214,7404,221
4214,18318,209
4214,15169,206
4214,25149,203
4214,10197,200
4214,10644,195
4214,251,192
4214,4959,186
4214,19017,186
4214,22689,184
4214,19030,184
4214,6178,183
4214,31505,180
4214,32989,176
4214,4985,174
4214,11505,167
4214,27535,167
4214,26256,167
4214,11497,163
4214,5090,157
4214,8346,157
4214,5058,155
4214,9484,150
4214,25438,146
4214,20570,145
4214,28341,144
4214,3358,142
4214,3379,142
4214,25148,139
4214,7852,135
4214,10210,135
4214,31155,134
4214,3216,134
4214,25114,130
4214,9638,130
4214,21374,129
4214,941,125
4214,32586,123
4214,12315,123
4214,5481,123
4214,12869,123
4214,24995,119
4214,24960,118
4214,6190,116
4214,26740,115
4214,254,115
4214,22545,114
4214,3377,114
4214,20824,110
4214,30672,109
4214,14370,108
4214,26251,105
4214,20547,105
4214,30573,103
4214,22743,100
4339,30574,8692
4339,8717,435
4339,21689,376
4339,14552,331
4339,32130,279
4339,31883,190
4339,21773,149
4339,11557,127
4339,16651,101
4339,31885,90
4339,19733,84
4339,20047,76
4339,240,61
4339,236,48
4339,11743,47
4339,261,46
4339,22743,44
4339,4605,31
4339,20054,30
4339,3216,30
4339,251,29
4339,2305,28
4339,32586,25
4339,14467,24
4339,5207,21
4339,272,21
4339,2277,20
4339,248,18
4339,30521,17
4339,9221,16
4339,18045,16
4339,7457,15
4339,19742,15
4339,18367,14
4339,23931,14
4339,4615,13
4339,923,12
4339,30755,12
4339,22753,11
4339,14487,11
4339,254,11
4339,461,11
4339,20849,9
4339,32165,9
4339,3392,8
4339,3371,8
4339,25747,8
4339,11590,7
4339,3389,7
4339,10644,7
4339,10197,7
4339,25153,7
4339,2271,7
4339,275,7
4339,10891,7
4339,22363,7
4339,32142,7
4339,31656,6
4339,19524,6
4339,31155,6
4339,4949,6
4339,21739,6
4339,31647,6
4339,21948,6
4339,32144,6
4339,28203,6
4339,31881,6
4339,25152,5
4339,17213,5
4339,7404,5
4339,26735,5
4339,400,5
4339,237,5
4339,30756,5
4339,1416,5
4339,20731,5
4339,3611,5
4339,19738,5
4339,19735,5
4339,30860,5
4339,450,5
4339,7631,5
4339,14456,5
4339,32135,5
4339,32155,5
4339,14629,5
4339,19901,5
4339,22034,4
4339,25149,4
4339,24999,4
4339,19737,4
4339,4611,4
4339,6122,4
4339,14520,4
4339,14557,4
4339,32865,4
4339,31917,4
4339,13758,4
4339,10879,4
4339,31884,4
4364,30574,978
4364,15453,232
4364,21689,229
4364,31155,83
4364,21773,81
4364,11557,62
4364,14552,48
4364,8717,39
4364,22743,32
4364,4889,25
4364,15461,24
4364,5207,23
4364,7334,20
4364,15463,18
4364,19733,17
4364,28052,16
4364,3216,16
4364,11743,15
4364,9221,14
4364,30521,13
4364,1416,13
4364,8683,13
4364,20647,13
4364,28193,10
4364,16651,10
4364,18045,9
4364,27535,9
4364,31190,9
4364,22753,8
4364,15462,8
4364,22330,7
4364,20774,6
4364,22689,6
4364,4949,6
4364,19742,6
4364,15473,6
4364,31627,6
4364,11590,5
4364,17213,5
4364,32586,5
4364,4605,5
4364,32785,5
4364,31505,5
4364,8705,5
4364,15169,4
4364,22034,4
4364,20849,4
4364,5090,4
4364,8517,4
4364,31186,4
4364,30755,4
4364,25506,4
4364,23931,4
4364,15485,4
4364,15484,4
4364,8656,4
4364,28046,4
4364,24609,4
4364,9315,4
4364,28940,4
4364,21330,4
4364,15458,4
4364,28939,4
4364,19701,4
4364,25765,3
4364,25152,3
4364,8055,3
4364,5444,3
4364,31191,3
4364,20731,3
4364,3611,3
4364,23040,3
4364,10891,3
4364,22570,3
4364,31173,3
4364,2705,3
4364,8344,3
4364,30577,3
4364,22556,3
4364,28194,3
4364,25505,3
4364,15460,3
4364,15464,3
4364,5108,3
4364,25151,2
4364,22352,2
4364,21928,2
4364,14764,2
4364,18326,2
4364,25366,2
4364,31162,2
4364,31192,2
4364,22818,2
4364,14752,2
4364,21374,2
4364,30536,2
4364,29338,2
4364,3230,2
4364,15459,2
4364,15454,2
4373,30574,2458
4373,21689,566
4373,8717,563
4373,19733,294
4373,14552,279
4373,21773,231
4373,11557,168
4373,6140,158
4373,4605,156
4373,3216,148
4373,32130,123
4373,19742,119
4373,3611,70
4373,5207,56
4373,14467,55
4373,22743,52
4373,4615,52
4373,12986,46
4373,4594,35
4373,4949,34
4373,28203,31
4373,26735,27
4373,23931,26
4373,18045,24
4373,19738,23
4373,17213,22
4373,2928,21
4373,17072,21
4373,1642,20
4373,31155,20
4373,3218,19
4373,29045,17
4373,11221,16
4373,26976,16
4373,15034,15
4373,30521,13
4373,2931,13
4373,9221,12
4373,32586,12
4373,4596,12
4373,19749,12
4373,15698,12
4373,33114,11
4373,9147,11
4373,4173,11
4373,11590,10
4373,15169,10
4373,3392,10
4373,25506,10
4373,4587,10
4373,4568,10
4373,8656,10
4373,7884,10
4373,22753,9
4373,3389,9
4373,3371,9
4373,25151,9
4373,27535,9
4373,923,9
4373,32686,9
4373,3596,9
4373,19735,9
4373,14821,9
4373,4617,9
4373,28200,9
4373,27199,8
4373,25152,8
4373,25114,8
4373,12315,8
4373,30755,8
4373,23909,8
4373,4611,8
4373,3608,8
4373,4607,8
4373,11644,8
4373,31265,8
4373,11743,7
4373,20849,7
4373,18367,7
4373,26740,7
4373,4561,7
4373,19737,7
4373,32796,7
4373,8683,7
4373,25156,7
4373,20774,6
4373,10197,6
4373,18054,6
4373,10210,6
4373,11643,6
4373,19524,6
4373,30756,6
4373,32785,6
4373,28025,6
4373,4600,6
4373,14520,6
4373,8660,6
4373,32688,5
4373,14804,5
4373,23875,5
